,Dice con atencion,Dice sin atencion,diferencia,IC95 inferior,IC95 superior,% sorteos en que gana la atencion
Dice medio,0.9454123802934609,0.9478517995574471,-0.0024394192639862334,-0.004567598909097469,-0.0005027801912654931,0.69
