metrica,con CBAM,sin CBAM,diferencia,IC95 inferior,IC95 superior,% sorteos en que gana CBAM
macro_F1,0.6496010781355425,0.637594267462077,0.012006810673465429,-0.01875657989943428,0.04259266031818675,77.81
balanced_acc,0.7459457139033361,0.7262223293297613,0.01972338457357481,-0.009166908223999579,0.05058060224598768,91.02
accuracy,0.7197070572569907,0.7250332889480693,-0.005326231691078598,-0.02463382157123839,0.013981358189081194,28.599999999999998
